RefId,IsBadBuy,PurchDate,Auction,VehYear,VehicleAge,Make,Model,Trim,SubModel,Color,Transmission,WheelTypeID,WheelType,VehOdo,Nationality,Size,TopThreeAmericanName,MMRAcquisitionAuctionAveragePrice,MMRAcquisitionAuctionCleanPrice,MMRAcquisitionRetailAveragePrice,MMRAcquisitonRetailCleanPrice,MMRCurrentAuctionAveragePrice,MMRCurrentAuctionCleanPrice,MMRCurrentRetailAveragePrice,MMRCurrentRetailCleanPrice,PRIMEUNIT,AUCGUART,BYRNO,VNZIP1,VNST,VehBCost,IsOnlineSale,WarrantyCost
502,0,9/16/2009,ADESA,2004,5,CHEVROLET,1500 SILVERADO PICKU,LS,EXT CAB 5.3L LS,SILVER,AUTO,1,Alloy,87873,AMERICAN,LARGE TRUCK,GM,7935,9928,9070,11222,6960,8678,11410,13583,NULL,NULL,21973,20166,VA,9255,0,1243
503,1,9/16/2009,ADESA,2003,6,CHEVROLET,TAHOE 4WD 4.8L V8 SF,LS,4D SUV 4.8L LS,BLACK,AUTO,NULL,NULL,91830,AMERICAN,LARGE SUV,GM,6276,8761,7278,9962,6276,8761,7278,9962,NULL,NULL,21973,20166,VA,9335,0,2218
504,0,9/23/2009,ADESA,2004,5,PONTIAC,GRAND PRIX 3.8L V6 S,GT,4D SEDAN GT2,GREEN,AUTO,1,Alloy,86858,AMERICAN,LARGE,GM,5074,6497,5980,7517,3984,5070,7239,8480,NULL,NULL,20740,20166,VA,5575,0,2152
505,0,9/23/2009,ADESA,2006,3,KIA,SPORTAGE 2WD 4C 2.0L,LX,4D SPORT UTILITY LX,GREY,MANUAL,1,Alloy,78859,OTHER ASIAN,SMALL SUV,OTHER,8008,9684,9149,10959,7369,8491,10994,12668,NULL,NULL,20740,20166,VA,6385,0,920
506,0,9/23/2009,ADESA,2005,4,CHEVROLET,MALIBU 4C 2.2L I4 MP,Cla,4D SEDAN CLASSIC,SILVER,AUTO,2,Covers,78832,AMERICAN,MEDIUM,GM,4054,5648,4878,6600,4054,5648,4878,6600,NULL,NULL,20740,20166,VA,4140,0,1155
507,0,9/23/2009,ADESA,2006,3,CHEVROLET,COBALT 2.2L I4 MPI,LS,4D SEDAN LS,WHITE,AUTO,2,Covers,57583,AMERICAN,COMPACT,GM,5190,6421,6105,7435,4832,5913,5719,6886,NULL,NULL,20740,20166,VA,6585,0,671
508,0,9/23/2009,ADESA,2004,5,DODGE,DURANGO 4WD V8 5.7L,SLT,4D SUV 5.7L SLT,WHITE,AUTO,1,Alloy,64436,AMERICAN,MEDIUM SUV,CHRYSLER,8989,10810,10208,12175,7407,8915,11416,12794,NULL,NULL,20740,20166,VA,10715,0,1411
509,0,9/23/2009,ADESA,2003,6,CHEVROLET,MALIBU V6 3.1L V6 SF,LS,4D SEDAN LS,BLUE,AUTO,1,Alloy,66212,AMERICAN,MEDIUM,GM,3219,4524,3977,5386,2555,3618,3259,4407,NULL,NULL,20740,20166,VA,4365,0,2198
510,0,9/23/2009,ADESA,2004,5,HYUNDAI,ELANTRA 2.0L I4 MPI,GLS,4D SEDAN,RED,AUTO,2,Covers,78616,OTHER ASIAN,MEDIUM,OTHER,3216,4344,3973,5192,3115,4209,5923,7472,NULL,NULL,20740,20166,VA,4665,0,569
511,0,9/23/2009,ADESA,2006,3,CHEVROLET,MONTE CARLO 3.5L V6,LT,2D COUPE LT,BLUE,AUTO,1,Alloy,53786,AMERICAN,LARGE,GM,7870,9540,9000,10803,5991,7589,10210,11770,NULL,NULL,20740,20166,VA,7795,0,1500
512,1,9/23/2009,ADESA,2003,6,FORD,WINDSTAR FWD V6 3.8L,LX,PASSENGER 3.8L LX,WHITE,AUTO,NULL,NULL,92877,AMERICAN,VAN,FORD,2782,3857,3505,4666,2782,3857,3505,4666,NULL,NULL,20740,20166,VA,3100,0,2506
513,0,9/23/2009,ADESA,2007,2,PONTIAC,GRAND PRIX 3.8L V6 S,Bas,4D SEDAN,BLUE,AUTO,1,Alloy,86812,AMERICAN,LARGE,GM,7559,8884,8664,10095,7058,8313,8123,9478,NULL,NULL,20740,20166,VA,5775,0,2152
514,1,9/23/2009,ADESA,2003,6,NISSAN,ALTIMA 3.5L V6 MPI,SE,4D SEDAN SE,SILVER,AUTO,NULL,NULL,82382,TOP LINE ASIAN,MEDIUM,OTHER,5515,6825,6456,7871,5515,6825,6456,7871,NULL,NULL,20740,20166,VA,7465,0,1023
515,0,9/23/2009,ADESA,2005,4,CHRYSLER,PACIFICA AWD 3.5L V6,Bas,4D SPORT,BEIGE,AUTO,1,Alloy,63756,AMERICAN,CROSSOVER,CHRYSLER,6853,8330,7901,9496,6484,7378,9764,10735,NULL,NULL,20740,20166,VA,8555,0,1606
516,1,9/23/2009,ADESA,2007,2,HYUNDAI,SONATA 4C 2.4L I4 MP,GLS,4D SEDAN,BLACK,AUTO,2,Covers,72668,OTHER ASIAN,MEDIUM,OTHER,9725,10770,11003,12132,9725,10770,11003,12132,NULL,NULL,20740,20166,VA,6985,0,803
517,0,9/23/2009,ADESA,2004,5,PONTIAC,VIBE 1.8L I4 MPI,Bas,4D WAGON,ORANGE,AUTO,2,Covers,78213,AMERICAN,MEDIUM,GM,4899,5935,5791,6910,4899,5935,5791,6910,NULL,NULL,20740,20166,VA,6175,0,569
518,0,9/23/2009,ADESA,2004,5,CHRYSLER,PACIFICA AWD 3.5L V6,,4D SPORT TOURER,GOLD,AUTO,1,Alloy,82989,AMERICAN,CROSSOVER,CHRYSLER,6891,8263,7942,9424,7025,8640,8087,9831,NULL,NULL,20740,20166,VA,7295,0,2022
519,0,9/23/2009,ADESA,2006,3,MAZDA,MAZDA6 2.3L I4 MFI /,i,4D SEDAN I,BLUE,AUTO,2,Covers,58897,OTHER ASIAN,MEDIUM,OTHER,8574,10438,9760,11773,7992,9210,11844,13081,NULL,NULL,20740,20166,VA,8305,0,1003
520,1,9/23/2009,ADESA,2005,4,FORD,EXPLORER 4WD V6 4.0L,XLT,4D SUV 4.0L XLT,BLACK,AUTO,NULL,NULL,74844,AMERICAN,MEDIUM SUV,FORD,9321,11292,10567,12695,9321,11292,10567,12695,NULL,NULL,20740,20166,VA,8245,0,1740
521,1,9/30/2009,ADESA,2003,6,FORD,FOCUS 2.0L I-4 EFI D,ZTS,4D SEDAN ZTS,SILVER,AUTO,NULL,NULL,63732,AMERICAN,COMPACT,FORD,3453,4230,4229,5068,3453,4230,4229,5068,NULL,NULL,5546,20166,VA,3835,0,1320
522,0,9/30/2009,ADESA,2004,5,CHEVROLET,TRAILBLAZER 4WD 6C 4,Nor,4D SUV 4.2L LS,BLACK,AUTO,1,Alloy,73688,AMERICAN,MEDIUM SUV,GM,6657,8182,7690,9337,6526,8035,7548,9178,NULL,NULL,5546,20166,VA,8155,0,1974
523,0,9/30/2009,ADESA,2007,2,CHEVROLET,MALIBU 4C 2.2L I4 MP,LS,4D SEDAN LS,BEIGE,AUTO,2,Covers,72849,AMERICAN,MEDIUM,GM,7113,8115,8182,9264,6487,7691,7506,8806,NULL,NULL,5546,20166,VA,6035,0,1038
524,0,9/30/2009,ADESA,2007,2,CHEVROLET,UPLANDER FWD V6 3.9L,LS,PASSENGER EXT 3.5L,SILVER,AUTO,2,Covers,87459,AMERICAN,VAN,GM,0,0,0,0,0,0,0,0,NULL,NULL,5546,20166,VA,6745,0,2282
525,0,9/30/2009,ADESA,2003,6,HONDA,ACCORD V6 3.0L V6 EF,EX,2D COUPE EX AUTO,BLACK,AUTO,1,Alloy,95776,TOP LINE ASIAN,MEDIUM,OTHER,7943,9419,9078,10673,6719,8136,7757,9287,NULL,NULL,5546,20166,VA,6915,0,1641
526,0,9/30/2009,ADESA,2006,3,DODGE,CARAVAN GRAND FWD V6,SXT,MINIVAN 3.8L,GREEN,AUTO,1,Alloy,74633,AMERICAN,VAN,CHRYSLER,8843,11273,10050,12675,7777,9657,11763,13529,NULL,NULL,5546,20166,VA,7355,0,1623
527,0,9/30/2009,ADESA,2007,2,CHRYSLER,PT CRUISER 2.4L I4 S,Tou,4D SEDAN,SILVER,AUTO,2,Covers,53163,AMERICAN,MEDIUM,CHRYSLER,5962,6833,6939,7880,5471,6404,6409,7416,NULL,NULL,5546,20166,VA,6345,0,1086
528,0,9/30/2009,ADESA,2004,5,FORD,ESCAPE 2WD V6 3.0L V,XLS,4D CUV 3.0L XLS,BLUE,AUTO,1,Alloy,71809,AMERICAN,SMALL SUV,FORD,4946,6358,5842,7367,5361,6599,9026,10968,NULL,NULL,5546,20166,VA,6695,0,920
529,0,9/30/2009,ADESA,2006,3,CHRYSLER,PACIFICA FWD 3.5L V6,Tou,4D SPORT TOURING,SILVER,AUTO,1,Alloy,60843,AMERICAN,CROSSOVER,CHRYSLER,11149,13301,12541,14865,10393,12753,11724,14273,NULL,NULL,5546,20166,VA,9015,0,1215
530,1,9/30/2009,ADESA,2003,6,SATURN,VUE AWD 4C 2.2L I4 M,,4D CUV 2.2L,BLACK,AUTO,NULL,NULL,39390,AMERICAN,MEDIUM SUV,GM,3944,5167,4760,6080,3944,5167,4760,6080,NULL,NULL,5546,20166,VA,6265,0,1481
531,0,9/30/2009,ADESA,2004,5,BUICK,RENDEZVOUS FWD 3.4L,CXL,4D SUV CX,GOLD,AUTO,1,Alloy,71105,AMERICAN,MEDIUM SUV,GM,5593,7320,6540,8406,5550,7589,6494,8696,NULL,NULL,5546,20166,VA,7605,0,3667
532,0,9/30/2009,ADESA,2006,3,CHEVROLET,IMPALA 3.5L V6 SFI,LT,4D SEDAN LT 3.5L,GREY,AUTO,2,Covers,74014,AMERICAN,LARGE,GM,7308,8823,8393,10029,6411,7670,10103,12064,NULL,NULL,5546,20166,VA,7195,0,1974
533,1,10/7/2009,ADESA,2007,2,HYUNDAI,ACCENT 1.6L I4 MPI,GS,2D COUPE GS,SILVER,AUTO,NULL,NULL,75611,OTHER ASIAN,COMPACT,OTHER,5958,7251,6935,8331,5958,7251,6935,8331,NULL,NULL,19619,20166,VA,6075,0,920
534,1,10/7/2009,ADESA,2001,8,LINCOLN,TOWN CAR 4.6L V8 EFI,Exe,4D SEDAN EXECUTIVE,WHITE,AUTO,NULL,NULL,57000,AMERICAN,LARGE,FORD,3786,5115,4589,6024,3786,5115,4589,6024,NULL,NULL,19619,20166,VA,5595,0,971
535,0,10/7/2009,ADESA,2004,5,KIA,OPTIMA 4C 2.4L I4 MP,EX,4D SEDAN LX,GOLD,AUTO,2,Covers,56290,OTHER ASIAN,MEDIUM,OTHER,3475,4464,4253,5321,3375,4402,4145,5254,NULL,NULL,19619,20166,VA,5065,0,671
536,0,10/7/2009,ADESA,2005,4,CHEVROLET,COBALT 2.2L I4 MPI,Bas,4D SEDAN,GOLD,AUTO,2,Covers,66594,AMERICAN,COMPACT,GM,4356,5504,5204,6444,4248,5313,5088,6238,NULL,NULL,19619,20166,VA,4365,0,728
537,1,10/7/2009,ADESA,2006,3,FORD,FOCUS 2.0L I4 SFI,ZX3,2D COUPE ZX3,YELLOW,AUTO,NULL,NULL,70224,AMERICAN,COMPACT,FORD,4927,6066,5821,7051,4927,6066,5821,7051,NULL,NULL,19619,20166,VA,5245,0,1155
538,0,10/7/2009,ADESA,2006,3,SUZUKI,FORENZA 2.0L I4 EFI,,4D SEDAN,GOLD,AUTO,2,Covers,49930,OTHER ASIAN,MEDIUM,OTHER,3816,4803,4621,5687,4311,5302,7834,9635,NULL,NULL,19619,20166,VA,5475,0,482
539,1,10/7/2009,ADESA,2003,6,CHEVROLET,MONTE CARLO 3.4L V6,LS,2D COUPE LS,SILVER,AUTO,NULL,NULL,80589,AMERICAN,LARGE,GM,3199,4143,3955,4974,3199,4143,3955,4974,NULL,NULL,19619,20166,VA,5130,0,2452
540,1,10/7/2009,ADESA,2006,3,CHRYSLER,SEBRING 4C 2.4L I4 S,Bas,4D SEDAN,SILVER,AUTO,NULL,NULL,57433,AMERICAN,MEDIUM,CHRYSLER,5270,6763,6192,7804,5270,6763,6192,7804,NULL,NULL,19619,20166,VA,5675,0,920
541,0,10/7/2009,ADESA,2005,4,FORD,FREESTYLE 2WD V6 3.0,SEL,4D CUV 3.0L SEL,BLACK,AUTO,1,Alloy,61856,AMERICAN,CROSSOVER,FORD,8340,10144,9507,11456,7259,8240,12045,13198,NULL,NULL,19619,20166,VA,8705,0,1313
542,0,10/7/2009,ADESA,2007,2,FORD,FOCUS 2.0L I4 SFI,ZX4,4D SEDAN S,SILVER,MANUAL,2,Covers,65615,AMERICAN,COMPACT,FORD,7209,8523,8286,9705,6527,7732,10234,10914,NULL,NULL,19619,20166,VA,4430,0,1020
543,0,2/24/2010,ADESA,2006,4,TOYOTA,CAMRY 4C,Bas,4D SEDAN,BLUE,AUTO,2,Covers,83624,TOP LINE ASIAN,MEDIUM,OTHER,8552,9997,11994,15125,7616,8579,10543,12758,NULL,NULL,52117,20166,VA,9220,0,594
544,0,2/24/2010,ADESA,2006,4,MERCURY,MILAN V6,Pre,4D SEDAN PREMIER,RED,AUTO,1,Alloy,81651,AMERICAN,MEDIUM,FORD,9716,11512,13565,15214,9659,11693,13349,15055,NULL,NULL,52117,20166,VA,7510,0,1373
545,0,2/24/2010,ADESA,2007,3,DODGE,CALIBER,Bas,4D WAGON,RED,AUTO,2,Covers,72232,AMERICAN,MEDIUM,CHRYSLER,7102,8216,10535,11573,6444,7529,10162,11246,NULL,NULL,52117,20166,VA,5690,0,920
546,0,2/24/2010,ADESA,2003,7,CHEVROLET,MONTE CARLO,LS,2D COUPE LS,WHITE,AUTO,2,Covers,41852,AMERICAN,LARGE,GM,3939,4839,7262,8153,3475,4784,6273,7736,NULL,NULL,52117,20166,VA,6090,0,1628
547,1,2/24/2010,ADESA,2006,4,MAZDA,MAZDA3,s,4D SEDAN I,RED,AUTO,1,Alloy,60770,OTHER ASIAN,MEDIUM,OTHER,7153,8214,11577,12412,7141,8716,11285,12392,NULL,NULL,52117,20166,VA,8370,0,923
548,0,2/24/2010,ADESA,2005,5,JEEP,GRAND CHEROKEE 2WD V,Lar,4D WAGON LAREDO,SILVER,AUTO,1,Alloy,78416,AMERICAN,MEDIUM SUV,CHRYSLER,8474,9818,12414,14495,8262,9627,11842,13428,NULL,NULL,52117,20166,VA,9675,0,1740
549,0,2/24/2010,ADESA,2007,3,SUZUKI,FORENZA,,4D SEDAN,RED,MANUAL,2,Covers,78619,OTHER ASIAN,MEDIUM,OTHER,5370,6204,8806,10017,5140,6024,8511,9538,NULL,NULL,52117,20166,VA,4480,0,569
550,0,2/24/2010,ADESA,2006,4,CHRYSLER,PT CRUISER,Tou,4D SEDAN,BLUE,AUTO,2,Covers,86182,AMERICAN,MEDIUM,CHRYSLER,5348,6425,8580,10011,5414,6465,8686,9880,NULL,NULL,52117,20166,VA,4980,0,1503
551,0,2/24/2010,ADESA,2007,3,FORD,TAURUS,SE,4D SEDAN SE,RED,AUTO,1,Alloy,83610,AMERICAN,MEDIUM,FORD,5520,6736,8881,10251,5551,6834,8597,10584,NULL,NULL,52117,20166,VA,4980,0,983
552,1,3/3/2010,ADESA,2006,4,CHEVROLET,MALIBU V6,LT,4D SEDAN LT,RED,AUTO,1,Alloy,81352,AMERICAN,MEDIUM,GM,6970,8505,10208,11902,7200,8813,10231,12224,NULL,NULL,52117,20166,VA,6600,0,1373
553,0,3/3/2010,ADESA,2008,2,HYUNDAI,ELANTRA,GLS,4D SEDAN,BLACK,AUTO,2,Covers,56289,OTHER ASIAN,MEDIUM,OTHER,8992,9568,11400,11978,8844,9368,11817,12278,NULL,NULL,52117,20166,VA,8320,0,505
554,1,3/3/2010,ADESA,2006,4,DODGE,CHARGER,Bas,4D SEDAN,SILVER,AUTO,NULL,NULL,67234,AMERICAN,SPECIALTY,CHRYSLER,9519,10810,14186,15408,9519,10810,14186,15408,NULL,NULL,52117,20166,VA,9525,0,1215
555,0,3/3/2010,ADESA,2004,6,TOYOTA,CAMRY 4C,LE,4D SEDAN LE,SILVER,AUTO,2,Covers,74614,TOP LINE ASIAN,MEDIUM,OTHER,6708,7600,10374,11890,6434,7427,9693,11108,NULL,NULL,52117,20166,VA,8720,0,569
556,0,3/3/2010,ADESA,2007,3,MITSUBISHI,GALANT 4C,ES,4D SEDAN,GOLD,AUTO,2,Covers,67407,OTHER ASIAN,MEDIUM,OTHER,7709,8881,11327,12127,7080,8210,11132,11936,NULL,NULL,52117,20166,VA,7610,0,533
557,1,3/3/2010,ADESA,2003,7,DODGE,DURANGO 4WD V8,Spo,4D SUV 4.7L SLT,RED,AUTO,NULL,NULL,88193,AMERICAN,MEDIUM SUV,CHRYSLER,5326,6910,9033,10561,5326,6910,9033,10561,NULL,NULL,52117,20166,VA,6400,0,2063
558,0,3/3/2010,ADESA,2005,5,FORD,FOCUS,ZX4,4D SEDAN ZX4,SILVER,AUTO,2,Covers,88263,AMERICAN,COMPACT,FORD,3823,4718,6716,7818,3612,4711,6925,7961,NULL,NULL,52117,20166,VA,4480,0,1243
559,0,3/3/2010,ADESA,2006,4,CHRYSLER,SEBRING 4C,Bas,4D SEDAN,WHITE,AUTO,2,Covers,51023,AMERICAN,MEDIUM,CHRYSLER,5091,6207,8432,9737,5057,6362,8386,9723,NULL,NULL,52117,20166,VA,5690,0,920
560,0,3/10/2010,ADESA,2008,2,CHEVROLET,COBALT,LS,4D SEDAN LS,WHITE,AUTO,2,Covers,85364,AMERICAN,COMPACT,GM,7496,8087,10844,11416,6669,7185,9995,10483,NULL,NULL,52117,20166,VA,6000,0,853
561,0,3/10/2010,ADESA,2004,6,FORD,EXPLORER 4WD V6,XLT,4D SUV 4.0L XLT,BLUE,AUTO,1,Alloy,68678,AMERICAN,MEDIUM SUV,FORD,7539,9055,11345,13255,7579,8974,11830,14488,NULL,NULL,52117,20166,VA,9030,0,1508
562,0,3/10/2010,ADESA,2006,4,HONDA,ACCORD 4C,EX,4D SEDAN EX AUTO,SILVER,AUTO,1,Alloy,74312,TOP LINE ASIAN,MEDIUM,OTHER,11260,12769,15249,17071,10476,11841,14058,15410,NULL,NULL,52117,20166,VA,10035,0,569
563,0,3/10/2010,ADESA,2007,3,CHRYSLER,SEBRING 4C,Bas,4D SEDAN,BLUE,AUTO,2,Covers,64492,AMERICAN,MEDIUM,CHRYSLER,8454,9775,11532,12928,8149,9466,11742,12703,NULL,NULL,52117,20166,VA,7320,0,1020
564,0,3/10/2010,ADESA,2006,4,HYUNDAI,ELANTRA,GLS,4D SEDAN,GOLD,AUTO,2,Covers,55396,OTHER ASIAN,MEDIUM,OTHER,5011,5951,8367,9381,5115,6213,8692,9886,NULL,NULL,52117,20166,VA,5900,0,505
565,0,3/10/2010,ADESA,2006,4,CHEVROLET,COBALT,LS,2D COUPE,PURPLE,AUTO,2,Covers,86258,AMERICAN,COMPACT,GM,5338,6578,8518,10124,5407,6588,8580,9877,NULL,NULL,52117,20166,VA,5190,0,853
566,0,3/10/2010,ADESA,2004,6,SATURN,ION,2,4D SEDAN LEVEL 2,BLACK,AUTO,2,Covers,81025,AMERICAN,MEDIUM,GM,3911,4796,6642,7582,4201,5341,7206,9161,NULL,NULL,52117,20166,VA,4790,0,853
567,0,3/10/2010,ADESA,2007,3,FORD,FUSION 4C,S,4D SEDAN S,RED,AUTO,2,Covers,73539,AMERICAN,MEDIUM,FORD,8254,9559,11811,13153,8702,10251,12062,13651,NULL,NULL,52117,20166,VA,7820,0,803
568,0,3/10/2010,ADESA,2004,6,CHEVROLET,MALIBU 4C,Cla,4D SEDAN CLASSIC,SILVER,AUTO,2,Covers,56934,AMERICAN,MEDIUM,GM,3489,4546,6231,7319,3255,4302,5789,6909,NULL,NULL,52117,20166,VA,4790,0,920
569,1,3/10/2010,ADESA,2003,7,JEEP,LIBERTY 4WD V6,Spo,4D SUV SPORT,BLACK,AUTO,2,Covers,66550,AMERICAN,SMALL SUV,CHRYSLER,5931,7109,9026,10186,6115,7930,10047,13029,NULL,NULL,52117,20166,VA,7820,0,1125
570,0,3/10/2010,ADESA,2006,4,CHEVROLET,COBALT,LS,2D COUPE,GREY,AUTO,2,Covers,34777,AMERICAN,COMPACT,GM,5338,6578,8518,10124,5386,6723,8672,9937,NULL,NULL,52117,20166,VA,6200,0,582
571,0,3/10/2010,ADESA,2004,6,PONTIAC,GRAND PRIX,GT,4D SEDAN GT,MAROON,AUTO,2,Covers,54894,AMERICAN,LARGE,GM,4945,5988,7820,8735,4503,5795,7416,8748,NULL,NULL,52117,20166,VA,6200,0,1500
572,0,3/17/2010,ADESA,2007,3,CHRYSLER,PT CRUISER,Tou,4D SEDAN,RED,AUTO,2,Covers,50835,AMERICAN,MEDIUM,CHRYSLER,6297,7254,9450,10497,6170,7100,9391,10536,NULL,NULL,19619,20166,VA,6510,0,1086
573,0,3/17/2010,ADESA,2006,4,SUZUKI,FORENZA,,4D SEDAN,RED,AUTO,2,Covers,43697,OTHER ASIAN,MEDIUM,OTHER,4426,5378,7438,9038,3991,4938,7351,8365,NULL,NULL,19619,20166,VA,5300,0,482
574,0,3/17/2010,ADESA,2005,5,CHEVROLET,COBALT,Bas,4D SEDAN,RED,AUTO,2,Covers,65630,AMERICAN,COMPACT,GM,4660,5732,7372,8652,3906,5021,6975,8152,NULL,NULL,19619,20166,VA,6200,0,728
575,0,3/17/2010,ADESA,2007,3,SUZUKI,FORENZA,,4D SEDAN,RED,AUTO,2,Covers,40379,OTHER ASIAN,MEDIUM,OTHER,5469,6333,8573,9742,5244,6134,8632,9665,NULL,NULL,19619,20166,VA,6510,0,482
576,0,3/17/2010,ADESA,2006,4,CHEVROLET,IMPALA,LT,4D SEDAN LT 3.5L,GREY,AUTO,1,Alloy,65065,AMERICAN,LARGE,GM,7704,8845,10873,12307,7433,8801,10748,12212,NULL,NULL,19619,20166,VA,8530,0,1703
577,0,3/17/2010,ADESA,2006,4,CHEVROLET,IMPALA,LT,4D SEDAN LT 3.5L,BROWN,AUTO,1,Alloy,68899,AMERICAN,LARGE,GM,7704,8845,10873,12307,7038,8436,11060,12471,NULL,NULL,19619,20166,VA,8630,0,1703
578,0,3/17/2010,ADESA,2006,4,SATURN,ION,2,4D SEDAN LEVEL 2,GOLD,AUTO,2,Covers,83176,AMERICAN,MEDIUM,GM,5334,6428,8652,10426,5577,6797,8858,10295,NULL,NULL,19619,20166,VA,5700,0,853
579,0,3/17/2010,ADESA,2008,2,DODGE,AVENGER 4C,SE,4D SEDAN,RED,AUTO,2,Covers,59998,AMERICAN,MEDIUM,CHRYSLER,9085,9971,12622,13404,9105,9871,12677,12997,NULL,NULL,19619,20166,VA,8330,0,920
580,0,3/17/2010,ADESA,2007,3,PONTIAC,G6 V6,Bas,4D SEDAN SE1,SILVER,AUTO,1,Alloy,57080,AMERICAN,MEDIUM,GM,8761,10104,12157,13735,8401,9811,12059,13403,NULL,NULL,19619,20166,VA,8330,0,1003
581,0,3/17/2010,ADESA,2004,6,DODGE,DURANGO 4WD V8,Lim,4D SUV 5.7L LIMITED,BLACK,AUTO,1,Alloy,83563,AMERICAN,MEDIUM SUV,CHRYSLER,9276,10958,12905,14489,9544,11562,12848,14293,NULL,NULL,19619,20166,VA,9130,0,1763
582,0,3/17/2010,ADESA,2006,4,CHRYSLER,PT CRUISER,Bas,4D SEDAN,RED,MANUAL,2,Covers,70838,AMERICAN,MEDIUM,CHRYSLER,5545,6668,8897,10699,5241,6320,8843,9987,NULL,NULL,19619,20166,VA,5500,0,1389
583,0,3/17/2010,ADESA,2008,2,DODGE,CHARGER V6,Bas,4D SEDAN 2.7L,SILVER,AUTO,2,Covers,72549,AMERICAN,SPECIALTY,CHRYSLER,12086,13167,15638,16694,11883,12836,15364,16329,NULL,NULL,19619,20166,VA,9835,0,1389
584,1,3/17/2010,ADESA,2006,4,DODGE,CARAVAN FWD 4C,SE,MINIVAN 2.4L,SILVER,AUTO,2,Covers,61251,AMERICAN,VAN,CHRYSLER,5876,7124,9809,10964,5672,7140,8595,10484,NULL,NULL,19619,20166,VA,6310,0,1411
585,1,3/24/2010,ADESA,2005,5,SUZUKI,XL-7 4WD,EX,4D SPORT UTILITY,RED,AUTO,1,Alloy,75406,OTHER ASIAN,MEDIUM SUV,OTHER,6900,7968,10780,12372,6572,7516,10604,11680,NULL,NULL,52117,20166,VA,7960,0,1623
586,0,3/24/2010,ADESA,2004,6,HONDA,ACCORD 4C,EX,4D SEDAN EX AUTO,GREEN,AUTO,1,Alloy,83703,TOP LINE ASIAN,MEDIUM,OTHER,8097,9256,11011,11834,7967,8889,11777,13140,NULL,NULL,52117,20166,VA,10125,0,594
587,0,3/24/2010,ADESA,2005,5,FORD,FREESTYLE AWD V6,SE,4D CUV 3.0L SE,RED,AUTO,1,Alloy,80838,AMERICAN,CROSSOVER,FORD,7874,9335,11974,13124,8106,10110,12315,13986,NULL,NULL,52117,20166,VA,7360,0,1763
588,0,3/24/2010,ADESA,2004,6,FORD,TAURUS,SES,4D SEDAN SES,BLUE,AUTO,1,Alloy,79020,AMERICAN,MEDIUM,FORD,3766,4816,6630,7867,3652,4724,6687,8049,NULL,NULL,52117,20166,VA,5640,0,920
589,1,3/24/2010,ADESA,2005,5,CHRYSLER,PT CRUISER,Tou,4D SEDAN,BLUE,AUTO,NULL,NULL,61935,AMERICAN,MEDIUM,CHRYSLER,4200,5239,7236,8482,4200,5239,7236,8482,NULL,NULL,52117,20166,VA,5640,0,1215
590,0,3/24/2010,ADESA,2004,6,HONDA,ACCORD 4C,LX,4D SEDAN LX AUTO,SILVER,AUTO,2,Covers,44183,TOP LINE ASIAN,MEDIUM,OTHER,7080,7935,10289,10896,6992,7686,10006,10825,NULL,NULL,52117,20166,VA,9775,0,482
591,0,3/24/2010,ADESA,2005,5,TOYOTA,CAMRY 4C,Bas,4D SEDAN,BLACK,AUTO,2,Covers,80303,TOP LINE ASIAN,MEDIUM,OTHER,7066,7964,9081,10821,7287,8139,10756,12074,NULL,NULL,52117,20166,VA,9070,0,594
592,0,3/25/2010,ADESA,2005,5,CHRYSLER,PACIFICA FWD,Bas,4D SPORT,SILVER,AUTO,1,Alloy,63774,AMERICAN,CROSSOVER,CHRYSLER,7478,8667,10417,11728,6659,8171,9948,11431,NULL,NULL,20740,20166,VA,8425,0,1215
593,0,3/31/2010,ADESA,2006,4,CHRYSLER,SEBRING V6,Lim,4D SEDAN LIMITED,RED,AUTO,2,Covers,55727,AMERICAN,MEDIUM,CHRYSLER,6922,8062,10501,11700,5424,6081,9336,10467,NULL,NULL,52117,20166,VA,6600,0,1003
594,0,3/31/2010,ADESA,2006,4,CHRYSLER,PT CRUISER,Tou,4D SEDAN,BLUE,AUTO,2,Covers,58626,AMERICAN,MEDIUM,CHRYSLER,5524,6669,8501,9986,5210,6248,8758,9820,NULL,NULL,52117,20166,VA,5890,0,1086
595,0,3/31/2010,ADESA,2006,4,SUZUKI,FORENZA,,4D SEDAN,GOLD,AUTO,2,Covers,88700,OTHER ASIAN,MEDIUM,OTHER,3926,4827,6869,7797,4287,5289,7476,9224,NULL,NULL,52117,20166,VA,3455,0,594
596,0,3/31/2010,ADESA,2004,6,FORD,FOCUS,LX,4D SEDAN LX,GOLD,AUTO,2,Covers,56259,AMERICAN,COMPACT,FORD,2781,3658,5891,6709,2719,3302,5564,6290,NULL,NULL,52117,20166,VA,4680,0,920
597,0,3/31/2010,ADESA,2005,5,GMC,1500 SIERRA PICKUP 2,SLE,CREW CAB 5.3L,BLUE,AUTO,1,Alloy,79328,AMERICAN,LARGE TRUCK,GM,11320,13110,16090,17980,11325,14265,15693,18422,NULL,NULL,52117,20166,VA,11440,0,1155
